time,open,high,low,close,volume,session
2020-06-11 00:00:00,9894.35,9973.25,9050.0,9268.16,26779.8793933,Asia
2020-06-12 00:00:00,9268.16,9552.87,9227.0,9464.17,10992.51647836,Asia
2020-06-13 00:00:00,9464.71,9494.45,9346.0,9475.0,4647.84710207,Asia
2020-06-14 00:00:00,9475.0,9481.0,9240.0,9325.0,4829.79726322,Asia
2020-06-15 00:00:00,9328.63,9499.0,8895.01,9432.53,18589.28586581,Asia
2020-06-16 00:00:00,9432.57,9592.04,9381.0,9526.25,10345.29526997,Asia
2020-06-17 00:00:00,9526.25,9558.48,9227.03,9457.51,9004.02249122,Asia
2020-06-18 00:00:00,9457.51,9482.66,9267.18,9376.14,6300.5664912,Asia
2020-06-19 00:00:00,9376.14,9430.0,9229.0,9301.91,7871.9637482,Asia
2020-06-20 00:00:00,9300.42,9391.71,9161.0,9355.74,6947.44116254,Asia
2020-06-21 00:00:00,9355.74,9419.35,9273.0,9286.14,3088.66849893,Asia
2020-06-22 00:00:00,9286.14,9792.0,9267.58,9690.74,11775.73858785,Asia
2020-06-23 00:00:00,9690.67,9724.53,9572.22,9623.56,7978.96265893,Asia
2020-06-24 00:00:00,9623.56,9663.38,9195.0,9285.91,13410.75869027,Asia
2020-06-25 00:00:00,9285.94,9335.0,8979.07,9243.51,13529.05626726,Asia
2020-06-26 00:00:00,9242.98,9291.73,9027.62,9155.42,10765.38732963,Asia
2020-06-27 00:00:00,9155.42,9188.14,8815.01,9002.46,8507.26840968,Asia
2020-06-28 00:00:00,9002.38,9189.0,8931.77,9113.24,5537.7575057,Asia
2020-06-29 00:00:00,9113.23,9236.75,9014.0,9184.45,8769.83885393,Asia
2020-06-30 00:00:00,9188.79,9201.0,9059.6,9136.2,6820.86740899,Asia
2020-07-01 00:00:00,9135.91,9297.2,9088.0,9239.97,7550.15999655,Asia
2020-07-02 00:00:00,9239.41,9265.0,8938.0,9091.53,11829.15210258,Asia
2020-07-03 00:00:00,9091.98,9126.12,9036.74,9063.87,7738.46972112,Asia
2020-07-04 00:00:00,9059.73,9195.84,9039.84,9138.51,5300.78823324,Asia
2020-07-05 00:00:00,9138.51,9145.0,8905.84,9074.39,4626.05651048,Asia
2020-07-06 00:00:00,9074.37,9375.9,9061.59,9343.31,9959.28200198,Asia
2020-07-07 00:00:00,9343.31,9379.34,9201.57,9253.94,6326.83865418,Asia
2020-07-08 00:00:00,9253.94,9475.0,9232.2,9435.28,10329.07852468,Asia
2020-07-09 00:00:00,9435.28,9446.62,9154.79,9236.95,8450.14110132,Asia
2020-07-10 00:00:00,9236.95,9322.23,9118.0,9291.05,6892.47061091,Asia
2020-07-11 00:00:00,9291.04,9303.04,9182.35,9235.0,3369.21728725,Asia
2020-07-12 00:00:00,9235.0,9347.53,9159.33,9303.37,5447.42450291,Asia
2020-07-13 00:00:00,9303.38,9339.61,9193.52,9236.92,8698.43618823,Asia
2020-07-14 00:00:00,9236.91,9280.0,9100.0,9256.94,7497.563092159999,Asia
2020-07-15 00:00:00,9256.94,9273.98,9154.01,9190.16,7222.9287151,Asia
2020-07-16 00:00:00,9190.8,9216.02,9005.0,9130.11,8765.69858912,Asia
2020-07-17 00:00:00,9130.93,9182.99,9054.99,9154.29,6423.74716202,Asia
2020-07-18 00:00:00,9154.29,9210.0,9122.65,9175.85,4147.28189817,Asia
2020-07-19 00:00:00,9175.83,9245.03,9105.37,9212.87,3520.07247613,Asia
2020-07-20 00:00:00,9214.01,9223.51,9131.0,9161.05,5815.33084221,Asia
2020-07-21 00:00:00,9161.05,9438.0,9157.04,9394.14,9641.93199844,Asia
2020-07-22 00:00:00,9394.14,9567.77,9277.0,9536.18,10362.35264843,Asia
2020-07-23 00:00:00,9536.2,9686.0,9450.04,9613.24,12992.9719195,Asia
2020-07-24 00:00:00,9613.24,9645.55,9475.7,9551.21,9805.99926808,Asia
2020-07-25 00:00:00,9551.21,9747.76,9536.64,9711.33,6973.11089437,Asia
2020-07-26 00:00:00,9711.79,10150.0,9661.35,9941.0,11615.0460936,Asia
2020-07-27 00:00:00,9941.0,11420.0,9935.0,11048.91,42611.82671548,Asia
2020-07-28 00:00:00,11048.05,11259.0,10575.0,10934.23,26011.37513947,Asia
2020-07-29 00:00:00,10934.22,11350.0,10843.47,11110.12,18556.27794282,Asia
2020-07-30 00:00:00,11108.16,11188.65,10811.0,11115.95,12525.26279435,Asia
2020-07-31 00:00:00,11115.99,11460.0,10975.0,11351.62,15747.02174952,Asia
2020-08-01 00:00:00,11351.61,11888.0,11237.82,11810.07,18293.12524307,Asia
2020-08-02 00:00:00,11810.07,12134.29,10546.15,11068.54,28193.590906,Asia
2020-08-03 00:00:00,11067.46,11486.6,10911.74,11233.13,13783.34037417,Asia
2020-08-04 00:00:00,11233.16,11417.11,11006.16,11197.04,12074.47851394,Asia
2020-08-05 00:00:00,11197.05,11798.87,11073.7,11756.75,16637.78082145,Asia
2020-08-06 00:00:00,11756.75,11916.68,11580.19,11773.89,18382.97998489,Asia
2020-08-07 00:00:00,11773.89,11920.0,11350.0,11606.52,23761.51075422,Asia
2020-08-08 00:00:00,11606.52,11818.18,11529.45,11774.98,7315.88456116,Asia
2020-08-09 00:00:00,11773.24,11810.24,11532.04,11688.48,7663.21430701,Asia
2020-08-10 00:00:00,11688.25,12086.22,11470.01,11899.73,22152.58893673,Asia
2020-08-11 00:00:00,11899.87,11943.0,11120.0,11388.53,20706.60991744,Asia
2020-08-12 00:00:00,11388.88,11625.0,11148.54,11566.45,13479.77972011,Asia
2020-08-13 00:00:00,11566.44,11802.09,11274.14,11795.95,15369.40392513,Asia
2020-08-14 00:00:00,11795.95,11865.97,11651.24,11779.0,13797.82000137,Asia
2020-08-15 00:00:00,11777.5,11989.98,11688.0,11859.24,12677.95548586,Asia
2020-08-16 00:00:00,11860.02,11940.0,11686.53,11918.84,8911.25397878,Asia
2020-08-17 00:00:00,11918.84,12486.61,11775.0,12304.26,23814.66050181,Asia
2020-08-18 00:00:00,12303.98,12400.0,11825.0,11950.0,18902.65488266,Asia
2020-08-19 00:00:00,11954.22,12024.83,11569.0,11758.87,16646.31489492,Asia
2020-08-20 00:00:00,11758.87,11892.16,11671.48,11864.26,8801.17750309,Asia
2020-08-21 00:00:00,11864.26,11884.99,11480.0,11529.22,14969.65552635,Asia
2020-08-22 00:00:00,11529.99,11693.16,11370.0,11672.93,7946.02465327,Asia
2020-08-23 00:00:00,11672.92,11715.0,11525.62,11650.01,5516.17048181,Asia
2020-08-24 00:00:00,11650.01,11823.62,11592.91,11753.85,7359.91520509,Asia
2020-08-25 00:00:00,11753.26,11769.76,11102.73,11324.92,14348.63533296,Asia
2020-08-26 00:00:00,11324.92,11539.99,11254.89,11463.27,9124.5541845,Asia
2020-08-27 00:00:00,11463.27,11597.92,11125.0,11330.06,13596.58903902,Asia
2020-08-28 00:00:00,11330.56,11550.51,11282.09,11535.0,10373.89590327,Asia
2020-08-29 00:00:00,11535.0,11580.0,11422.21,11474.31,5417.54146196,Asia
2020-08-30 00:00:00,11474.3,11720.0,11463.87,11716.01,5594.22582376,Asia
2020-08-31 00:00:00,11716.0,11784.66,11576.0,11655.0,9312.57118567,Asia
2020-09-01 00:00:00,11655.0,12086.0,11525.09,11924.22,16057.64432384,Asia
2020-09-02 00:00:00,11924.22,11950.0,11160.0,11395.48,19721.44316904,Asia
2020-09-03 00:00:00,11395.49,11474.99,10005.0,10172.52,30450.90365986,Asia
2020-09-04 00:00:00,10172.13,10638.34,9895.22,10500.05,23366.46467779,Asia
2020-09-05 00:00:00,10500.05,10564.8,9813.0,10168.36,22450.75807716,Asia
2020-09-06 00:00:00,10169.58,10358.88,10000.0,10257.86,9559.64922044,Asia
2020-09-07 00:00:00,10258.67,10410.9,9880.0,10375.0,11996.92866276,Asia
2020-09-08 00:00:00,10375.0,10440.91,9819.83,10125.69,15768.31017626,Asia
2020-09-09 00:00:00,10126.41,10349.99,9983.34,10224.56,9686.7593397,Asia
2020-09-10 00:00:00,10224.56,10489.0,10216.41,10343.23,11237.01908035,Asia
2020-09-11 00:00:00,10344.24,10411.44,10200.0,10394.41,7200.29156246,Asia
2020-09-12 00:00:00,10394.41,10483.23,10276.19,10446.52,6549.0581555,Asia
2020-09-13 00:00:00,10446.52,10582.36,10211.0,10336.76,10442.19360563,Asia
2020-09-14 00:00:00,10336.76,10760.62,10253.0,10679.95,13532.95018331,Asia
2020-09-15 00:00:00,10678.41,10950.0,10613.18,10783.75,12785.9867926,Asia
2020-09-16 00:00:00,10783.36,11099.95,10662.02,10959.61,11003.70130082,Asia
2020-09-17 00:00:00,10957.06,11044.0,10735.55,10943.61,8885.4490645,Asia
2020-09-18 00:00:00,10943.99,11039.88,10813.0,10937.52,8810.57941749,Asia
2020-09-19 00:00:00,10937.5,11179.9,10891.78,11080.0,5718.02211829,Asia
2020-09-20 00:00:00,11081.09,11081.37,10759.37,10920.89,6003.78509052,Asia
2020-09-21 00:00:00,10920.94,10994.0,10180.0,10416.82,15119.59411206,Asia
2020-09-22 00:00:00,10416.83,10576.82,10355.0,10531.13,7904.25642443,Asia
2020-09-23 00:00:00,10531.13,10541.25,10135.22,10235.1,8893.24233647,Asia
2020-09-24 00:00:00,10237.41,10795.87,10192.56,10740.01,9678.39349807,Asia
2020-09-25 00:00:00,10740.0,10765.07,10551.0,10690.53,9814.96186591,Asia
2020-09-26 00:00:00,10690.53,10828.0,10654.58,10730.0,3783.39739972,Asia
2020-09-27 00:00:00,10730.0,10806.32,10595.24,10778.2,3880.03686062,Asia
2020-09-28 00:00:00,10779.0,10956.11,10621.22,10695.55,8936.92274076,Asia
2020-09-29 00:00:00,10694.9,10860.79,10636.13,10840.73,8200.78265336,Asia
2020-09-30 00:00:00,10839.98,10847.0,10657.04,10779.63,6318.52943807,Asia
2020-10-01 00:00:00,10779.63,10931.98,10427.75,10617.63,12901.40775373,Asia
2020-10-02 00:00:00,10616.35,10668.56,10363.76,10573.12,10263.48290265,Asia
2020-10-03 00:00:00,10573.12,10606.36,10498.02,10551.65,3211.70459291,Asia
2020-10-04 00:00:00,10550.32,10697.0,10521.87,10671.11,3578.95411784,Asia
2020-10-05 00:00:00,10670.01,10800.0,10621.12,10795.0,6081.38701926,Asia
2020-10-06 00:00:00,10796.97,10800.0,10524.0,10602.66,7596.36372031,Asia
2020-10-07 00:00:00,10601.2,10683.75,10546.78,10670.47,6149.00577687,Asia
2020-10-08 00:00:00,10670.47,10963.16,10532.11,10933.09,11301.25106194,Asia
2020-10-09 00:00:00,10932.44,11111.11,10834.49,11057.07,10098.3991552,Asia
2020-10-10 00:00:00,11057.07,11498.98,11055.75,11299.5,9459.01870346,Asia
2020-10-11 00:00:00,11299.52,11444.25,11276.28,11374.01,5163.46475688,Asia
2020-10-12 00:00:00,11374.01,11736.02,11187.6,11535.46,11056.91558046,Asia
2020-10-13 00:00:00,11535.46,11561.45,11312.59,11428.22,8726.89369264,Asia
2020-10-14 00:00:00,11428.22,11556.37,11290.83,11427.7,7078.70152873,Asia
2020-10-15 00:00:00,11427.7,11641.38,11263.15,11509.34,8538.52039637,Asia
2020-10-16 00:00:00,11509.31,11550.01,11201.0,11328.95,9610.57427014,Asia
2020-10-17 00:00:00,11328.27,11421.0,11264.75,11367.89,3586.1455215,Asia
2020-10-18 00:00:00,11367.9,11523.0,11350.37,11514.2,4352.09499051,Asia
2020-10-19 00:00:00,11514.2,11833.0,11416.04,11760.45,10313.23447344,Asia
2020-10-20 00:00:00,11760.45,12050.0,11685.0,11923.83,13953.32998654,Asia
2020-10-21 00:00:00,11923.07,13250.04,11900.01,12808.0,32404.63293167,Asia
2020-10-22 00:00:00,12808.01,13200.0,12698.02,12987.02,20337.78966446,Asia
2020-10-23 00:00:00,12988.2,13037.0,12722.72,12937.09,10684.46794419,Asia
2020-10-24 00:00:00,12938.0,13175.0,12884.31,13126.24,7915.34663475,Asia
2020-10-25 00:00:00,13126.34,13361.0,12890.76,13045.0,9276.17719938,Asia
2020-10-26 00:00:00,13045.02,13250.0,12785.0,13068.79,12302.58505769,Asia
2020-10-27 00:00:00,13068.79,13793.72,13061.28,13698.18,17267.43967837,Asia
2020-10-28 00:00:00,13740.85,13863.87,12891.57,13281.05,21073.3766776,Asia
2020-10-29 00:00:00,13281.06,13650.0,12976.29,13460.0,15954.9177849,Asia
2020-10-30 00:00:00,13460.0,13687.82,13131.31,13571.51,15664.29047538,Asia
2020-10-31 00:00:00,13571.51,14098.92,13424.73,13804.81,12166.30429818,Asia
2020-11-01 00:00:00,13803.69,13906.74,13630.05,13771.59,6294.02995638,Asia
2020-11-02 00:00:00,13771.7,13840.0,13215.0,13563.22,12191.83070954,Asia
2020-11-03 00:00:00,13563.22,14081.45,13290.0,14035.8,13965.78812958,Asia
2020-11-04 00:00:00,14034.35,14273.6,13530.01,14161.48,17148.260388579998,Asia
2020-11-05 00:00:00,14165.86,15775.0,14115.0,15608.21,31865.97472203,Asia
2020-11-06 00:00:00,15608.06,15977.67,15190.36,15599.95,25150.39252742,Asia
2020-11-07 00:00:00,15599.95,15779.24,14310.0,14834.09,23900.63383874,Asia
2020-11-08 00:00:00,14834.09,15666.0,14721.9,15482.9,11856.3281802,Asia
2020-11-09 00:00:00,15482.89,15856.9,14817.14,15342.25,21951.27612698,Asia
2020-11-10 00:00:00,15342.1,15481.06,15090.08,15315.03,13932.93826126,Asia
2020-11-11 00:00:00,15315.46,16000.0,15293.04,15705.79,15257.35722584,Asia
2020-11-12 00:00:00,15705.79,16370.89,15446.82,16310.81,22153.73849401,Asia
2020-11-13 00:00:00,16310.81,16491.92,15975.0,16339.56,14593.51518544,Asia
2020-11-14 00:00:00,16339.56,16339.6,15708.24,16082.01,9359.40797506,Asia
2020-11-15 00:00:00,16082.01,16175.6,15796.09,15966.89,6250.07966791,Asia
2020-11-16 00:00:00,15970.0,16892.0,15879.0,16726.64,13948.30524238,Asia
2020-11-17 00:00:00,16726.49,17880.0,16575.42,17679.36,25391.54833433,Asia
2020-11-18 00:00:00,17679.86,18488.0,17205.02,17782.91,32425.98660226,Asia
2020-11-19 00:00:00,17790.18,18193.29,17356.0,17821.58,17141.49267548,Asia
2020-11-20 00:00:00,17821.92,18830.3,17764.76,18675.25,17983.42163398,Asia
2020-11-21 00:00:00,18677.84,18980.0,18350.0,18721.21,13604.27139959,Asia
2020-11-22 00:00:00,18721.21,18773.56,17610.77,18437.66,15423.83816127,Asia
2020-11-23 00:00:00,18437.18,18777.77,18001.0,18384.82,17707.78670655,Asia
2020-11-24 00:00:00,18384.82,19469.0,18052.02,19172.84,26623.08116888,Asia
2020-11-25 00:00:00,19172.9,19500.0,18502.0,18721.93,20485.39373121,Asia
2020-11-26 00:00:00,18717.24,18915.48,16200.0,17170.0,49121.72329323,Asia
2020-11-27 00:00:00,17169.99,17475.0,16400.0,17153.95,23333.98429789,Asia
2020-11-28 00:00:00,17155.43,17933.25,16880.0,17739.85,13157.9519653,Asia
2020-11-29 00:00:00,17736.1,18359.0,17535.26,18202.04,9050.1418103,Asia
2020-11-30 00:00:00,18202.02,19873.23,18201.47,19713.94,27293.4791942,Asia
2020-12-01 00:00:00,19713.94,19915.14,18109.0,18782.97,30442.86543674,Asia
2020-12-02 00:00:00,18778.18,19340.0,18335.0,19225.63,16398.86931196,Asia
2020-12-03 00:00:00,19222.45,19625.64,18885.0,19448.64,14648.29683367,Asia
2020-12-04 00:00:00,19446.43,19546.46,18576.05,18658.1,16382.87739223,Asia
2020-12-05 00:00:00,18658.09,19189.98,18501.0,19158.96,7136.31143654,Asia
2020-12-06 00:00:00,19158.96,19430.25,18878.0,19375.6,6665.28189472,Asia
2020-12-07 00:00:00,19375.6,19432.57,18901.0,19177.71,8977.45166263,Asia
2020-12-08 00:00:00,19177.08,19299.51,18200.0,18316.22,15161.86263318,Asia
2020-12-09 00:00:00,18316.22,18647.33,17639.0,18546.55,21420.55271633,Asia
2020-12-10 00:00:00,18546.55,18556.42,17905.0,18253.44,14899.20296937,Asia
2020-12-11 00:00:00,18257.18,18293.08,17580.0,18042.15,16953.63356031,Asia
2020-12-12 00:00:00,18044.19,18955.34,18023.57,18821.28,8674.44838077,Asia
2020-12-13 00:00:00,18821.28,19421.03,18730.0,19166.65,10624.20069187,Asia
2020-12-14 00:00:00,19166.65,19349.98,18967.68,19272.37,9102.36972564,Asia
2020-12-15 00:00:00,19272.37,19565.0,19051.27,19444.6,15539.81271141,Asia
2020-12-16 00:00:00,19443.19,21569.94,19300.0,21359.65,33350.23500216,Asia
2020-12-17 00:00:00,21360.5,23776.94,21252.01,22826.48,53602.34952384,Asia
2020-12-18 00:00:00,22826.37,23280.0,22329.0,23137.76,25011.43347257,Asia
2020-12-19 00:00:00,23138.89,24200.0,22770.0,23849.99,20577.66441198,Asia
2020-12-20 00:00:00,23850.0,24300.0,23100.0,23476.51,14963.41787144,Asia
2020-12-21 00:00:00,23476.51,24118.75,21913.84,22729.4,26929.7797301,Asia
2020-12-22 00:00:00,22729.4,23839.78,22380.05,23823.27,18597.6512303,Asia
2020-12-23 00:00:00,23824.13,24090.0,22600.0,23228.35,23412.12172023,Asia
2020-12-24 00:00:00,23226.18,23785.0,22712.89,23717.96,16932.93379924,Asia
2020-12-25 00:00:00,23718.61,24770.95,23416.0,24704.71,15792.47583445,Asia
2020-12-26 00:00:00,24704.71,26822.0,24490.01,26475.35,24782.44015598,Asia
2020-12-27 00:00:00,26482.64,28387.0,25772.55,26258.65,34037.91629011,Asia
2020-12-28 00:00:00,26255.16,27477.0,26086.19,27040.36,21265.70934972,Asia
2020-12-29 00:00:00,27039.39,27396.77,25833.73,27366.35,20668.10433798,Asia
2020-12-30 00:00:00,27366.35,29018.26,27311.73,28897.42,28630.85230971,Asia
2020-12-31 00:00:00,28897.42,29321.9,28000.0,28990.08,28813.88691084,Asia
2021-01-01 00:00:00,28990.08,29688.88,28700.0,29412.84,22211.25251806,Asia
2021-01-02 00:00:00,29413.29,33300.0,29039.0,32225.91,46675.24652146,Asia
2021-01-03 00:00:00,32222.88,34810.0,32008.62,33080.66,37275.29215329,Asia
2021-01-04 00:00:00,33082.84,33666.99,27678.0,32019.99,46045.38968508,Asia
2021-01-05 00:00:00,32020.22,34499.67,29891.13,34030.64,42282.56920027,Asia
2021-01-06 00:00:00,34043.91,37000.0,33352.54,36859.26,46039.09771479,Asia
2021-01-07 00:00:00,36859.26,40425.0,36200.0,39505.56,50346.30569052,Asia
2021-01-08 00:00:00,39510.55,41986.37,36565.08,40665.15,48522.48490272,Asia
2021-01-09 00:00:00,40642.15,41406.94,38800.0,40257.43,27656.15390053,Asia
2021-01-10 00:00:00,40257.43,41452.12,34444.0,38171.57,43736.57031589,Asia
2021-01-11 00:00:00,38168.89,38273.88,30100.0,35452.59,102503.15672849,Asia
2021-01-12 00:00:00,35456.89,36604.51,32500.0,34038.98,48561.20496481,Asia
2021-01-13 00:00:00,34035.53,37888.0,32309.04,37393.66,39608.73718747,Asia
2021-01-14 00:00:00,37393.67,40127.66,36751.11,39125.14,31868.76049365,Asia
2021-01-15 00:00:00,39123.05,39697.0,34298.93,36754.67,36665.2069807,Asia
2021-01-16 00:00:00,36754.6,37948.0,35372.59,36006.94,20861.42545209,Asia
2021-01-17 00:00:00,36004.8,36860.0,33850.03,35820.0,19182.04934663,Asia
2021-01-18 00:00:00,35820.01,37402.0,34736.46,36624.23,16827.155695870002,Asia
2021-01-19 00:00:00,36624.23,37857.0,35895.11,35917.28,18904.77910604,Asia
2021-01-20 00:00:00,35921.91,36415.34,33387.01,35503.09,25445.70800774,Asia
2021-01-21 00:00:00,35498.85,35628.24,30011.0,30855.95,50882.21647755,Asia
2021-01-22 00:00:00,30855.9,33867.0,28732.0,32984.93,48155.72161708,Asia
2021-01-23 00:00:00,32982.66,33488.79,31432.19,32112.01,16139.81478284,Asia
2021-01-24 00:00:00,32110.0,33086.53,30931.21,32288.56,13731.82843408,Asia
2021-01-25 00:00:00,32293.18,34888.0,31920.8,32261.87,23045.66293389,Asia
2021-01-26 00:00:00,32260.52,32960.37,30830.0,32510.82,23535.83891688,Asia
2021-01-27 00:00:00,32510.82,32584.62,29156.0,30407.13,46207.08537355,Asia
2021-01-28 00:00:00,30414.11,34000.0,29902.14,33488.99,36779.12339243,Asia
2021-01-29 00:00:00,33487.92,38570.13,31990.0,34262.11,72641.07974951,Asia
2021-01-30 00:00:00,34262.11,34900.0,32852.86,34315.63,21362.15173754,Asia
2021-01-31 00:00:00,34315.63,34387.75,32200.0,33137.74,16683.4736685,Asia
2021-02-01 00:00:00,33137.75,34728.57,32333.0,33533.19,21975.41378272,Asia
2021-02-02 00:00:00,33534.39,36000.0,33450.0,35512.67,19995.83908338,Asia
2021-02-03 00:00:00,35513.0,37723.72,35393.8,37678.37,23913.66657418,Asia
2021-02-04 00:00:00,37688.42,38769.0,36156.45,36975.0,31699.36292316,Asia
2021-02-05 00:00:00,36976.59,38349.0,36605.87,38311.49,17842.70173175,Asia
2021-02-06 00:00:00,38327.09,41000.0,38250.0,39265.43,27319.00458173,Asia
2021-02-07 00:00:00,39266.1,39737.83,37371.35,38871.42,20297.87256102,Asia
2021-02-08 00:00:00,38871.43,46750.0,38057.01,46448.1,47934.0103883,Asia
2021-02-09 00:00:00,46453.66,48200.0,45020.0,46514.73,36689.39027257,Asia
2021-02-10 00:00:00,46514.73,47349.99,43706.86,44850.0,25818.01157857,Asia
2021-02-11 00:00:00,44850.0,48690.0,44011.0,47997.91,26222.60477552,Asia
2021-02-12 00:00:00,47993.6,48912.0,46300.0,47408.34,23963.98961153,Asia
2021-02-13 00:00:00,47408.34,48199.0,46300.0,47232.45,12020.8773325,Asia
2021-02-14 00:00:00,47240.75,49700.0,47100.13,48680.69,15146.55244091,Asia
2021-02-15 00:00:00,48667.23,49093.44,45768.46,47936.37,19528.99049606,Asia
2021-02-16 00:00:00,47935.66,50645.0,47051.22,49158.71,23053.20561135,Asia
2021-02-17 00:00:00,49141.43,52640.35,48942.87,52170.01,25675.171441,Asia
2021-02-18 00:00:00,52170.01,52549.99,50875.0,51601.73,16102.41138927,Asia
2021-02-19 00:00:00,51596.0,56370.05,50725.0,55983.56,27961.48197104,Asia
2021-02-20 00:00:00,55983.57,57563.57,54000.1,55923.52,22137.82194494,Asia
2021-02-21 00:00:00,55921.44,58367.0,55531.23,57489.16,13530.43444443,Asia
2021-02-22 00:00:00,57489.16,57577.69,46616.0,54142.13,49941.0026672,Asia
2021-02-23 00:00:00,54125.67,54206.22,44888.08,48899.99,72300.58572799999,Asia
2021-02-24 00:00:00,48899.99,51415.41,47002.0,49737.82,30732.14949499,Asia
2021-02-25 00:00:00,49737.81,52107.83,46700.0,47058.48,28166.69733137,Asia
2021-02-26 00:00:00,47063.9,48464.64,44150.0,46326.2,36048.6181927,Asia
2021-02-27 00:00:00,46319.79,48356.86,45055.0,46180.75,16290.28071728,Asia
2021-02-28 00:00:00,46169.92,46656.0,43016.0,45231.75,23656.55173713,Asia
2021-03-01 00:00:00,45231.74,49829.0,45042.13,49639.4,25068.25043716,Asia
2021-03-02 00:00:00,49635.3,50250.0,47075.11,48511.6,17063.56302004,Asia
2021-03-03 00:00:00,48502.18,52666.0,48161.75,50360.0,21615.1551643,Asia
2021-03-04 00:00:00,50370.33,51798.33,47502.0,48368.52,23386.97957577,Asia
2021-03-05 00:00:00,48370.97,49473.99,46219.32,48769.47,25468.18029576,Asia
2021-03-06 00:00:00,48766.01,49210.0,47077.0,48909.84,12137.7907862,Asia
2021-03-07 00:00:00,48909.84,51459.0,48909.83,50978.61,13965.15473114,Asia
2021-03-08 00:00:00,50976.22,52425.0,49328.62,52415.23,18856.28684439,Asia
2021-03-09 00:00:00,52413.17,54936.0,51845.01,54916.38,21417.83755622,Asia
2021-03-10 00:00:00,54921.61,57402.14,53025.0,55890.69,28326.07770941,Asia
